chunk_id,sum_nats,n_bytes
span_00845,520.456238,800
span_00846,528.833496,800
span_00847,475.809387,800
span_00848,577.715698,800
span_00849,562.199219,800
span_00850,680.921265,800
span_00851,679.114502,800
span_00852,732.028564,800
span_00853,859.583557,800
span_00854,1019.936035,800
span_00855,879.913452,800
span_00856,898.425842,800
span_00857,905.781433,800
span_00858,928.716309,800
span_00859,991.545105,800
span_00860,916.952576,800
span_00861,880.881042,800
span_00862,710.196838,800
span_00863,712.111755,800
span_00864,726.914673,801
span_00865,673.779236,800
span_00866,798.933594,800
span_00867,749.893921,800
span_00868,596.525574,800
span_00869,706.744263,800
span_00870,805.022461,800
span_00871,747.585266,800
span_00872,689.776489,800
span_00873,611.727173,800
span_00874,604.016907,800
span_00875,594.570251,800
span_00876,609.010254,800
span_00877,395.593842,800
span_00878,455.012024,800
span_00879,413.160126,800
span_00880,508.431213,800
span_00881,484.732605,800
span_00882,451.939880,800
span_00883,412.972412,800
span_00884,532.846741,800
span_00885,549.789429,800
span_00886,547.805481,800
span_00887,484.608582,802
span_00888,472.448303,800
span_00889,516.959595,800
span_00890,635.052124,800
span_00891,626.063232,800
span_00892,616.994446,800
span_00893,553.044800,800
span_00894,575.344971,800
span_00895,594.537720,800
span_00896,657.520020,800
span_00897,610.798218,800
span_00898,533.211121,800
span_00899,554.509277,800
span_00900,472.353180,800
span_00901,544.585693,800
span_00902,549.525757,800
span_00903,591.762512,800
span_00904,562.607178,800
span_00905,519.564758,800
span_00906,633.490112,800
span_00907,564.741516,800
span_00908,600.522583,801
span_00909,685.231812,800
span_00910,550.607178,800
span_00911,528.958801,800
span_00912,712.465393,800
span_00913,579.872192,800
span_00914,514.890015,800
span_00915,551.915039,800
span_00916,606.752197,800
span_00917,537.073364,800
span_00918,550.190796,800
span_00919,582.607300,800
span_00920,520.703491,800
span_00921,417.661377,800
span_00922,448.491882,800
span_00923,575.531494,800
span_00924,720.671509,800
span_00925,723.888855,800
span_00926,774.105957,800
span_00927,795.570435,800
span_00928,768.158691,800
span_00929,785.831665,800
span_00930,830.906128,800
span_00931,607.966309,800
span_00932,384.627441,800
span_00933,564.987793,800
span_00934,533.913208,800
span_00935,495.275085,800
span_00936,603.101440,800
span_00937,494.468811,800
span_00938,534.715088,800
span_00939,552.271973,800
span_00940,513.681702,800
span_00941,534.880493,800
span_00942,593.052490,800
span_00943,522.573059,800
span_00944,517.161499,800
span_00945,562.288696,800
span_00946,463.919281,800
span_00947,548.100403,800
span_00948,435.895081,800
span_00949,469.599396,800
span_00950,504.529938,800
span_00951,456.951233,800
span_00952,497.060883,800
span_00953,564.622742,800
span_00954,679.044617,800
span_00955,713.991699,800
span_00956,691.233154,801
span_00957,614.309875,800
span_00958,725.404663,800
span_00959,676.095215,800
span_00960,603.913086,800
span_00961,652.168396,800
span_00962,604.026489,800
span_00963,805.222656,800
span_00964,666.387878,800
span_00965,590.760986,800
span_00966,640.348633,800
span_00967,576.940308,800
span_00968,509.070801,800
span_00969,694.746338,800
span_00970,557.442871,800
span_00971,430.637390,800
span_00972,630.831482,800
span_00973,547.495667,800
span_00974,483.347687,800
span_00975,516.301697,800
span_00976,557.451416,800
span_00977,617.325073,800
span_00978,567.829834,800
span_00979,574.163086,800
span_00980,536.519226,800
span_00981,584.445557,800
span_00982,493.649384,800
span_00983,485.798828,800
span_00984,510.436462,800
span_00985,502.547028,800
span_00986,600.638855,801
span_00987,516.355896,800
span_00988,502.719971,800
span_00989,461.768005,800
span_00990,490.445557,800
span_00991,486.467834,800
span_00992,494.085876,800
span_00993,509.664001,800
span_00994,495.063293,800
span_00995,565.449951,800
span_00996,586.414124,800
span_00997,866.486572,800
span_00998,769.291931,800
span_00999,794.964355,800
span_01000,686.098633,800
span_01001,490.165131,800
span_01002,487.392761,800
span_01003,436.754517,800
span_01004,580.796082,800
span_01005,557.154907,800
span_01006,559.057190,800
span_01007,600.469177,800
span_01008,535.086304,800
span_01009,623.667725,800
span_01010,536.692139,800
span_01011,553.543335,800
span_01012,515.676758,800
span_01013,541.843628,800
span_01014,620.541321,800
span_01015,507.969757,800
span_01016,651.180542,800
span_01017,499.839111,801
span_01018,585.796753,800
span_01019,505.357849,800
span_01020,489.733521,800
span_01021,520.010986,800
span_01022,570.166748,800
span_01023,498.899475,800
span_01024,549.998230,800
span_01025,554.208252,800
span_01026,395.450623,800
span_01027,358.819611,800
span_01028,461.315552,800
span_01029,501.979797,800
span_01030,596.606018,800
span_01031,477.945679,800
span_01032,547.097473,800
span_01033,571.518066,800
span_01034,483.035614,800
span_01035,512.787842,800
span_01036,584.972656,800
span_01037,670.074097,800
span_01038,640.421753,800
span_01039,719.930908,800
span_01040,766.186829,800
span_01041,670.028809,800
span_01042,619.567871,800
span_01043,703.987915,800
span_01044,661.836670,800
span_01045,615.895142,800
span_01046,658.352051,800
span_01047,645.577393,800
span_01048,698.613770,800
span_01049,577.045288,800
span_01050,419.402618,800
span_01051,460.614807,800
span_01052,472.237122,800
span_01053,599.556519,800
span_01054,466.379425,800
span_01055,549.906006,800
span_01056,589.901917,800
span_01057,467.825134,800
span_01058,523.329468,800
span_01059,473.880371,800
span_01060,482.534607,800
span_01061,514.991333,800
span_01062,513.312622,800
span_01063,529.172302,800
span_01064,526.909729,800
span_01065,570.132690,800
span_01066,537.223755,800
span_01067,585.540222,800
span_01068,589.658203,800
span_01069,451.917084,800
span_01070,496.122284,800
span_01071,438.091797,800
span_01072,407.416443,800
span_01073,439.171021,800
span_01074,393.780609,800
span_01075,552.931519,800
span_01076,413.210205,800
span_01077,676.902527,800
span_01078,776.911316,800
span_01079,885.543762,800
span_01080,683.224426,800
span_01081,487.721893,800
span_01082,490.779175,800
span_01083,512.259277,800
span_01084,737.227417,800
span_01085,634.234070,800
span_01086,699.179810,800
span_01087,746.862549,800
span_01088,613.725525,800
span_01089,675.163025,800
span_01090,634.337524,800
span_01091,749.939697,800
span_01092,677.295044,800
span_01093,715.917480,800
span_01094,676.882996,800
span_01095,654.236328,800
